"Name","Genre","Publisher","total_sales","exclusive","NA_Sales_prop","EU_Sales_prop","JP_Sales_prop","Other_Sales_prop"
"Pokemon Mystery Dungeon: Red/Blue Rescue Team","Role-Playing","Nintendo",2.06,"yes",0.344660194174757,0.252427184466019,0.359223300970874,0.0388349514563107
"Pokemon Omega Ruby/Pokemon Alpha Sapphire","Role-Playing","Nintendo",11.33,"yes",0.373345101500441,0.297440423654016,0.271844660194175,0.057369814651368
"Pokemon Pinball","Misc","Nintendo",5.31,"yes",0.568738229755179,0.210922787193974,0.190207156308851,0.0301318267419962
"Pokemon Pinball: Ruby & Sapphire","Misc","Nintendo",1.56,"yes",0.435897435897436,0.243589743589744,0.282051282051282,0.0320512820512821
"Pokemon Puzzle League","Puzzle","Nintendo",0.45,"yes",0.8,0.177777777777778,0,0.0222222222222222
"Pokemon Ranger","Role-Playing","Nintendo",2.18,"yes",0.591743119266055,0.018348623853211,0.334862385321101,0.055045871559633
"Pokemon Ranger: Guardian Signs","Role-Playing","Nintendo",1.33,"yes",0.383458646616541,0.12781954887218,0.43609022556391,0.0451127819548872
"Pokemon Ranger: Shadows of Almia","Role-Playing","Nintendo",2.3,"yes",0.41304347826087,0.234782608695652,0.269565217391304,0.0782608695652174
"Pokemon Red/Pokemon Blue","Role-Playing","Nintendo",31.37,"yes",0.359260439910743,0.283391775581766,0.325788970353841,0.0318775900541919
"Pokemon Ruby/Pokemon Sapphire","Role-Playing","Nintendo",15.85,"yes",0.382334384858044,0.246056782334385,0.339432176656151,0.0315457413249211
"Pokemon Rumble Blast","Action","Nintendo",1.14,"yes",0.412280701754386,0.228070175438597,0.307017543859649,0.0614035087719298
"Pokemon Rumble World","Action","Nintendo",0.09,"yes",0,0.111111111111111,0.888888888888889,0
"Pokemon Snap","Simulation","Nintendo",3.63,"yes",0.614325068870523,0.18732782369146,0.181818181818182,0.0165289256198347
"Pokemon Stadium","Strategy","Nintendo",5.45,"yes",0.58348623853211,0.227522935779816,0.172477064220183,0.0165137614678899
"Pokemon Super Mystery Dungeon","Role-Playing","Nintendo",1.19,"yes",0.38655462184874,0.260504201680672,0.277310924369748,0.0672268907563025
"Pokemon Trozei!","Puzzle","Nintendo",0.6,"yes",0.433333333333333,0,0.516666666666667,0.0333333333333333
"Pokemon X/Pokemon Y","Role-Playing","Nintendo",14.35,"yes",0.360278745644599,0.282229965156794,0.302439024390244,0.0550522648083624
"Pokemon XD: Gale of Darkness","Role-Playing","Nintendo",1.25,"yes",0.568,0.152,0.248,0.024
"Poker for Dummies","Misc","Electronic Arts",0.01,"yes",0,1,0,0
"Pokken Tournament","Fighting","Namco Bandai Games",0.93,"yes",0.505376344086022,0.236559139784946,0.172043010752688,0.0752688172043011
"PokéPark Wii: Pikachu's Adventure","Adventure","Nintendo",1.2,"yes",0.458333333333333,0.141666666666667,0.35,0.05
"Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video","Misc","Nintendo",0.17,"yes",0.705882352941176,0.294117647058824,0,0
"Pokémon Colosseum","Role-Playing","Nintendo",2.54,"yes",0.476377952755905,0.224409448818898,0.275590551181102,0.0275590551181102
"Pokémon Crystal Version","Role-Playing","Nintendo",6.39,"yes",0.39906103286385,0.244131455399061,0.2018779342723,0.154929577464789
"Pokémon Emerald Version","Role-Playing","Nintendo",6.41,"yes",0.400936037441498,0.246489859594384,0.321372854914197,0.0327613104524181
"Pokémon I Choose You / Squirtle Squad Game Boy Advance Video","Misc","Nintendo",0.18,"yes",0.722222222222222,0.277777777777778,0,0
"Pokémon Mystery Dungeon: Blue Rescue Team","Role-Playing","Nintendo",2.05,"yes",0.565853658536585,0.0292682926829268,0.404878048780488,0
"Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales)","Role-Playing","Nintendo",1.13,"yes",0.716814159292036,0.265486725663717,0,0.0176991150442478
"Pokémon Platinum Version","Role-Playing","Nintendo",7.84,"yes",0.35969387755102,0.227040816326531,0.343112244897959,0.0701530612244898
"Pokémon Stadium 2","Strategy","Nintendo",2.73,"yes",0.373626373626374,0.131868131868132,0.413919413919414,0.0842490842490843
"Pokémon Trading Card Game","Strategy","Nintendo",3.7,"yes",0.402702702702703,0.197297297297297,0.372972972972973,0.027027027027027
"Pokémon Yellow: Special Pikachu Edition","Role-Playing","Nintendo",14.64,"yes",0.402322404371585,0.344262295081967,0.213114754098361,0.0403005464480874
"Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video","Misc","Nintendo",0.13,"yes",0.692307692307692,0.230769230769231,0,0
"Pokémon: Johto Photo Finish: Game Boy Advance Video","Misc","N/A",0.15,"yes",0.733333333333333,0.266666666666667,0,0
"Polar Bowler","Sports","Mumbo Jumbo",0.02,"yes",1,0,0,0
"Polaris","Action","Tigervision",0.28,"yes",0.928571428571428,0.0714285714285714,0,0
"Polaris SnoCross","Racing","Vatical Entertainment",0.22,"no",0.636363636363636,0.318181818181818,0,0.0454545454545455
"Polarium","Puzzle","Nintendo",0.26,"yes",0.5,0.0384615384615385,0.423076923076923,0.0384615384615385
"Pole Position","Racing","Atari",1.18,"yes",0.932203389830509,0.0593220338983051,0,0.00847457627118644
"Policenauts","Adventure","Konami Digital Entertainment",0.06,"yes",0,0,1,0
"Polly Pocket: Super Splash Island","Action","Knowledge Adventure",0.24,"yes",0.708333333333333,0.25,0,0
"Pong / Asteroids / Yars' Revenge","Misc","Zoo Digital Publishing",0.07,"yes",0.714285714285714,0.285714285714286,0,0
"Pong: The Next Level","Puzzle","Hasbro Interactive",1.01,"yes",0.554455445544555,0.376237623762376,0,0.0693069306930693
"Pony Friends","Simulation","Eidos Interactive",0.05,"yes",0,1,0,0.2
"Pony Friends 2","Simulation","Eidos Interactive",0.45,"no",0.555555555555556,0.355555555555556,0,0.0888888888888889
"Pony Friends: Mini Breeds Edition","Simulation","Eidos Interactive",0.05,"yes",1,0,0,0
"Pony Luv","Simulation","GSP",0.02,"yes",1,0,0,0
"Pool Hall Pro","Sports","Playlogic Game Factory",0.05,"yes",0.8,0,0,0
"Pool Party","Sports","SouthPeak Games",0.05,"yes",0.8,0,0,0
"Pop Cutie! Street Fashion Simulation","Simulation","Tecmo Koei",0.06,"yes",1,0,0,0
"Pop Cutie! Street Fashion Simulation (JP sales)","Simulation","Tecmo Koei",0.03,"yes",0,0,1,0
"Pop'n Music","Misc","Konami Digital Entertainment",0.08,"yes",0.875,0,0,0.125
"Pop'n Music 12 Iroha","Simulation","Konami Digital Entertainment",0.02,"yes",0,0,1,0
"Pop'n Music 13 Carnival","Simulation","Konami Digital Entertainment",0.03,"yes",0,0,1,0
"Pop'n Music 14 Fever!","Misc","Konami Digital Entertainment",0.03,"yes",0,0,1,0
"Pop'n Music Portable","Misc","Konami Digital Entertainment",0.13,"yes",0,0,1,0
"Pop'n Music Portable 2","Misc","Konami Digital Entertainment",0.06,"yes",0,0,1,0
"Pop'n TwinBee: Rainbow Bell Adventure","Platform","Konami Digital Entertainment",0.06,"yes",0,0,1,0
"PopCap Arcade Vol 1","Puzzle","PopCap Games",0.04,"yes",1,0,0,0
"PopCap Arcade Vol 2","Misc","PopCap Games",0.03,"yes",1,0,0,0
"PopCap Hits!","Misc","PopCap Games",0.02,"yes",0,1,0,0
"PopCap Hits! Vol 2","Misc","Mastertronic",0.03,"yes",0,1,0,0
"PopStar Guitar","Misc","Midway Games",0.06,"yes",0.5,0.5,0,0.166666666666667
"PopStar Guitar","Misc","XS Games",0.04,"yes",0.5,0.25,0,0
"Popeye","Platform","Nintendo",1.1,"yes",0.463636363636364,0.109090909090909,0.409090909090909,0.0181818181818182
"Popeye","Platform","Parker Bros.",0.54,"yes",0.925925925925926,0.0555555555555556,0,0.0185185185185185
"Popeye: Rush for Spinach","Platform","Atari",0.03,"yes",0.666666666666667,0.333333333333333,0,0
"Populous DS","Strategy","Rising Star Games",0.1,"yes",0.7,0,0.2,0.1
"Populous: The Beginning","Strategy","Electronic Arts",0.09,"yes",0.555555555555556,0.444444444444444,0,0.111111111111111
"Porky's","Action","20th Century Fox Video Games",0.25,"yes",0.92,0.04,0,0
"Porsche Challenge","Racing","Sony Computer Entertainment",0.09,"yes",0.555555555555556,0.333333333333333,0,0.111111111111111
"Port Royale 2","Strategy","Ascaron Entertainment GmbH",0.04,"yes",0,0.75,0,0.25
"Port Royale 3","Simulation","Kalypso Media",0.14,"no",0.857142857142857,0,0,0.0714285714285714
"Portable Island: Tenohira Resort","Simulation","Namco Bandai Games",0.02,"yes",0,0,1,0
"Portal 2","Shooter","Valve",1.74,"yes",0.477011494252874,0.362068965517241,0.0114942528735632,0.14367816091954
"Portal 2","Shooter","Valve Software",2.86,"no",0.608391608391608,0.29020979020979,0.0034965034965035,0.0979020979020979
"Portal Runner","Platform","3DO",0.13,"yes",0.461538461538462,0.384615384615385,0,0.153846153846154
"Post Mortem","Adventure","Microids",0.02,"yes",0,0.5,0,0
"Postman Pat: Special Delivery Service","Misc","GSP",0.02,"yes",0,0.5,0,0
"Poupee Girl DS","Misc","Alvion",0.02,"yes",0,0,1,0
"Poupee Girl DS 2: Elegant Mint / Sweet Pink Style","Misc","Alvion",0.02,"yes",0,0,1,0
"Power Gig: Rise of the SixString","Misc","Unknown",0.26,"no",0.923076923076923,0,0,0.0769230769230769
"Power Play Pool","Sports","System 3 Arcade Software",0.04,"yes",0.75,0,0,0
"Power Pocket Koushien","Sports","Konami Digital Entertainment",0.1,"yes",0,0,1,0
"Power Poke Dash","Sports","Konami Digital Entertainment",0.03,"yes",0,0,1,0
"Power Pro GB","Sports","Konami Digital Entertainment",0.07,"yes",0,0,1,0
"Power Pro Kun Pocket","Sports","Konami Digital Entertainment",0.17,"yes",0,0,1,0
"Power Pro Kun Pocket 1+2","Sports","Konami Digital Entertainment",0.15,"yes",0,0,0.933333333333333,0
"Power Pro Kun Pocket 10","Sports","Konami Digital Entertainment",0.3,"yes",0,0,1,0
"Power Pro Kun Pocket 11","Sports","Konami Digital Entertainment",0.29,"yes",0,0,1,0
"Power Pro Kun Pocket 12","Sports","Konami Digital Entertainment",0.19,"yes",0,0,1,0
"Power Pro Kun Pocket 13","Sports","Konami Digital Entertainment",0.13,"yes",0,0,1,0
"Power Pro Kun Pocket 14","Sports","Konami Digital Entertainment",0.12,"yes",0,0,1,0
"Power Pro Kun Pocket 2","Sports","Konami Digital Entertainment",0.25,"yes",0,0,1,0
"Power Pro Kun Pocket 3","Sports","Konami Digital Entertainment",0.28,"yes",0,0,0.964285714285714,0.0357142857142857
"Power Pro Kun Pocket 4","Sports","Konami Digital Entertainment",0.29,"yes",0,0,1,0.0344827586206897
"Power Pro Kun Pocket 5","Sports","Konami Digital Entertainment",0.26,"yes",0,0,0.961538461538461,0.0384615384615385
"Power Pro Kun Pocket 6","Sports","Konami Digital Entertainment",0.3,"yes",0,0,0.966666666666667,0.0333333333333333
"Power Pro Kun Pocket 8","Sports","Konami Digital Entertainment",0.14,"yes",0,0,1,0
"Power Pro Kun Pocket 9","Sports","Konami Digital Entertainment",0.15,"yes",0,0,1,0
"Power Pro Success Legends","Sports","Konami Digital Entertainment",0.06,"yes",0,0,1,0
"Power Rangers Double Pack","Action","THQ",0.16,"yes",0.6875,0.25,0,0
"Power Rangers Samurai","Action","Namco Bandai Games",0.68,"no",0.823529411764706,0.102941176470588,0,0.0588235294117647
"Power Rangers Super Megaforce","Action","Namco Bandai Games",0.03,"yes",0.333333333333333,0.333333333333333,0,0
"Power Rangers: Dino Thunder","Action","THQ",1.6,"no",0.63125,0.3,0,0.06875
"Power Rangers: Ninja Storm","Misc","THQ",0.33,"yes",0.727272727272727,0.272727272727273,0,0.0303030303030303
"Power Rangers: S.P.D.","Action","THQ",0.44,"yes",0.704545454545455,0.272727272727273,0,0.0227272727272727
"Power Rangers: Super Legends","Action","Disney Interactive Studios",0.25,"no",0.6,0.36,0,0.12
"Power Rangers: Time Force","Action","THQ",0.52,"no",0.615384615384615,0.326923076923077,0,0.0384615384615385
"Power Rangers: Wild Force","Action","THQ",0.21,"yes",0.714285714285714,0.238095238095238,0,0
"Power Shovel","Action","JVC",0.06,"yes",0.5,0.333333333333333,0,0
"Power Spike Pro Beach Volleyball","Sports","Infogrames",0.05,"yes",0.6,0.4,0,0
"Power Stakes","Sports","Aques",0.16,"yes",0,0,0.9375,0.0625
"Power Stone","Fighting","Eidos Interactive",0.14,"yes",0,0,1,0
"Power Stone Collection","Action","Capcom",0.1,"yes",0.8,0,0,0.1
"PowerSlave","Shooter","BMG Interactive Entertainment",0.03,"yes",0.666666666666667,0.333333333333333,0,0
"PowerUp Heroes","Fighting","Ubisoft",0.3,"yes",0.6,0.333333333333333,0,0.1
"Powerbike","Racing","Majesco Entertainment",0.02,"yes",0.5,0,0,0
"Powerdrome","Racing","Evolved Games",0.06,"no",0.666666666666667,0.333333333333333,0,0.166666666666667
"Powerful Golf","Sports","Konami Digital Entertainment",0.05,"yes",0,0,1,0
"Poy Poy","Action","Konami Digital Entertainment",0.03,"yes",0.333333333333333,0.333333333333333,0,0
"Poyo Poyo Kansatsu Nikki","Action","IE Institute",0.02,"yes",0,0,1,0
"Practise English!","Misc","Nintendo",0.73,"yes",0,0,1,0
"Praetorians","Strategy","Eidos Interactive",0.04,"yes",0,1,0,0
"Predator: Concrete Jungle","Action","Vivendi Games",0.3,"no",0.566666666666667,0.3,0,0.1
"Prehistorik Man","Platform","THQ",0.02,"yes",0.5,0.5,0,0
"Press Your Luck 2010 Edition","Misc","Ubisoft",0.56,"no",0.928571428571428,0,0,0.0714285714285714
"Pressure Cooker","Action","Activision",0.15,"yes",0.933333333333333,0.0666666666666667,0,0
"Pretty Cure All Stars Everyone Gather ? Let's Dance!","Misc","Namco Bandai Games",0.05,"yes",0,0,1,0
"Pretty Rhythm Rainbow Live: Kira Kira My * Design","Misc","Takara Tomy",0.08,"yes",0,0,1,0
"Pretty Rhythm: My Deco Rainbow Wedding","Misc","Takara Tomy",0.08,"yes",0,0,1,0
"Prey","Shooter","Take-Two Interactive",0.35,"no",0.771428571428572,0.171428571428571,0,0.114285714285714
"Prey the Stars","Action","Tecmo Koei",0.08,"yes",0.875,0,0,0.125
"PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!","Action","Namco Bandai Games",0.03,"yes",0,0,1,0
"PriPara Mezase! Idol Grand Prix No.1!","Misc","Takara Tomy",0.11,"yes",0,0,1,0
"Pride FC: Fighting Championships","Fighting","THQ",0.3,"yes",0.5,0.366666666666667,0,0.133333333333333
"Primal","Action","Sony Computer Entertainment",0.43,"yes",0.488372093023256,0.395348837209302,0,0.13953488372093
"Primal Rage","Fighting","Time Warner Interactive",0.11,"yes",0.545454545454545,0.363636363636364,0,0.0909090909090909
"Prince of Persia","Action","Ubisoft",2.09,"no",0.483253588516746,0.363636363636364,0.0239234449760766,0.133971291866029
"Prince of Persia (2008)","Action","Ubisoft",0.03,"yes",0,0.666666666666667,0,0
"Prince of Persia Trilogy","Action","Ubisoft",0.51,"yes",0.333333333333333,0.490196078431373,0,0.176470588235294
"Prince of Persia: Revelations","Adventure","Ubisoft",0.21,"yes",0.857142857142857,0.0476190476190476,0,0.0952380952380952
"Prince of Persia: Rival Swords","Action","Ubisoft",0.41,"no",0.780487804878049,0.121951219512195,0,0.0975609756097561
"Prince of Persia: The Fallen King","Action","Ubisoft",0.07,"yes",0.857142857142857,0.142857142857143,0,0.142857142857143
"Prince of Persia: The Forgotten Sands","Action","Ubisoft",2.13,"no",0.389671361502347,0.446009389671362,0.00938967136150235,0.150234741784038
"Prince of Persia: The Sands of Time","Action","Ubisoft",3.63,"no",0.49862258953168,0.402203856749311,0,0.0991735537190083
"Prince of Persia: The Two Thrones","Action","Ubisoft",1.41,"no",0.716312056737589,0.191489361702128,0,0.0851063829787234
"Prince of Persia: Warrior Within","Action","Ubisoft",2.64,"no",0.443181818181818,0.454545454545455,0,0.102272727272727
"Prince of Stride","Adventure","Kadokawa Games",0.02,"yes",0,0,1,0
"Princess Arthur","Misc","Idea Factory",0.01,"yes",0,0,1,0
"Princess Debut","Misc","Cave",0.1,"yes",1,0,0,0.1
"Princess Frontier Portable","Adventure","Alchemist",0.02,"yes",0,0,1,0
"Princess Isabella: A Witch's Curse","Adventure","Destineer",0.02,"yes",1,0,0,0
"Princess Isabella: A Witch's Curse","Adventure","GSP",0.09,"yes",0.555555555555556,0.333333333333333,0,0.111111111111111
"Princess Maker 2","Simulation","Micro Cabin",0.08,"yes",0,0,1,0
"Princess Maker: Yumemiru Yosei","Strategy","Sony Computer Entertainment",0.19,"yes",0,0,0.947368421052632,0.0526315789473684
"Princess Natasha: Student, Secret Agent, Princess","Action","Zoo Digital Publishing",0.03,"yes",1,0,0,0
"Princess Saver! Eternal Love for My Lady","Adventure","Comfort",0.02,"yes",0,0,1,0
"Princess in Love","Simulation","DTP Entertainment",0.08,"yes",0.875,0,0,0.125
"Princess on Ice","Sports","505 Games",0.05,"yes",0.8,0.2,0,0
"Prinny 2: Dawn of Operation Panties, Dood!","Platform","Nippon Ichi Software",0.09,"yes",0.555555555555556,0,0.333333333333333,0.111111111111111
"Prinny: Can I Really Be The Hero? (US sales)","Action","N/A",0.06,"yes",1,0,0,0
"Prinny: Can I Really Be the Hero?","Platform","Tecmo Koei",0.09,"yes",0.222222222222222,0.111111111111111,0.555555555555556,0.111111111111111
"Prism Ark: Awake","Adventure","5pb",0.02,"yes",0,0,1,0
"Prism: Light the Way","Puzzle","Eidos Interactive",0.05,"yes",1,0,0,0
"Prison Architect","Action","Introversion Software",0.02,"yes",0.5,0.5,0,0
"Prison Break: The Conspiracy","Action","Deep Silver",0.47,"no",0.25531914893617,0.595744680851064,0,0.148936170212766
"Prisoner of War","Adventure","Atari",0.08,"yes",0.75,0.25,0,0
"Pro Angler Moves","Sports","Interworks Unlimited, Inc.",0.01,"yes",1,0,0,0
"Pro Baseball Spirits 2015","Action","Konami Digital Entertainment",0.28,"no",0,0,1,0
"Pro Cast Sports Fishing","Sports","Capcom",0.03,"yes",0.666666666666667,0.333333333333333,0,0
"Pro Cycling Manager 2016","Sports","Focus Home Interactive",0.08,"no",0,0.875,0,0.125
"Pro Evolution Soccer","Sports","Konami Digital Entertainment",1.75,"yes",0.0342857142857143,0.514285714285714,0.302857142857143,0.154285714285714
"Pro Evolution Soccer 2008","Sports","Konami Digital Entertainment",8.47,"no",0.0330578512396694,0.399055489964581,0.153482880755608,0.414403778040142
"Pro Evolution Soccer 2008 (JP sales)","Sports","Konami Digital Entertainment",0.08,"yes",0,0,1,0
"Pro Evolution Soccer 2010","Sports","Konami Digital Entertainment",5.98,"no",0.122073578595318,0.441471571906355,0.145484949832776,0.289297658862876
"Pro Evolution Soccer 2011 3D","Sports","Konami Digital Entertainment",0.38,"yes",0.289473684210526,0.342105263157895,0.289473684210526,0.0526315789473684
"Pro Evolution Soccer 2012","Action","Konami Digital Entertainment",3.65,"no",0.175342465753425,0.432876712328767,0.254794520547945,0.13972602739726
"Pro Evolution Soccer 2013","Sports","Konami Digital Entertainment",2.52,"no",0.123015873015873,0.408730158730159,0.329365079365079,0.130952380952381
"Pro Evolution Soccer 2014","Action","Konami Digital Entertainment",1.7,"no",0.0529411764705882,0.417647058823529,0.494117647058824,0.0352941176470588
"Pro Evolution Soccer 2015","Sports","Konami Digital Entertainment",1.75,"no",0.148571428571429,0.525714285714286,0.188571428571429,0.137142857142857
"Pro Evolution Soccer 2016","Sports","Konami Digital Entertainment",1.5,"no",0.186666666666667,0.52,0.186666666666667,0.113333333333333
"Pro Evolution Soccer 2017","Sports","Konami Digital Entertainment",0.37,"no",0.027027027027027,0.513513513513513,0.351351351351351,0.0810810810810811
"Pro Farm 1","Simulation","Excalibur Publishing",0.07,"yes",0,0.857142857142857,0,0.142857142857143
"Pro Fishing Challenge","Sports","Atlus",0.02,"yes",1,0,0,0
"Pro Pinball","Misc","Empire Interactive",0.41,"yes",0.560975609756098,0.365853658536585,0,0.0731707317073171
"Pro Pinball: Big Race USA","Simulation","Take-Two Interactive",0.66,"yes",0.560606060606061,0.378787878787879,0,0.0606060606060606
"Pro Race Driver","Racing","Codemasters",0.31,"no",0.516129032258065,0.354838709677419,0,0.0967741935483871
"Pro Rally","Racing","Ubisoft",0.02,"yes",0.5,0,0,0
"Pro Wrestling","Fighting","Nintendo",2.4,"yes",0.320833333333333,0.075,0.591666666666667,0.0125
"Pro Yaky? Spirits 2010","Sports","Konami Digital Entertainment",0.55,"no",0,0,1,0
"Pro Yaky? Spirits 2011","Sports","Konami Digital Entertainment",0.49,"no",0,0,1,0
"Pro Yaky? Spirits 2012","Sports","Konami Digital Entertainment",0.45,"no",0,0,1,0
"Pro Yaky? Spirits 2013","Sports","Konami Digital Entertainment",0.46,"no",0,0,1,0
"Pro Yaky? Spirits 2014","Sports","Konami Digital Entertainment",0.3,"no",0,0,1,0
"Pro Yaky? Spirits 3","Sports","Konami Digital Entertainment",0.16,"yes",0,0,1,0
"Pro Yaky? Spirits 4","Sports","Konami Digital Entertainment",0.26,"no",0,0,1,0
"Pro Yaky? Spirits 5","Sports","Konami Digital Entertainment",0.29,"no",0,0,1,0
"Pro Yaky? Spirits 6","Sports","Konami Digital Entertainment",0.28,"no",0,0,1,0
"Pro Yakyuu Family Stadium","Sports","Namco Bandai Games",2.23,"no",0.0672645739910314,0,0.932735426008968,0
"Pro Yakyuu Family Stadium '87","Sports","Namco Bandai Games",1.42,"yes",0.0845070422535211,0,0.915492957746479,0
"Pro Yakyuu Family Stadium '88","Sports","Namco Bandai Games",1.18,"yes",0.0847457627118644,0,0.915254237288136,0
"Pro Yakyuu Famista 2011","Sports","Namco Bandai Games",0.06,"yes",0,0,1,0
"Pro Yakyuu Famista DS","Sports","Namco Bandai Games",0.1,"yes",0,0,1,0
"Pro Yakyuu Famista DS 2009","Sports","Namco Bandai Games",0.1,"yes",0,0,1,0
"Pro Yakyuu Famista DS 2010","Sports","Namco Bandai Games",0.08,"yes",0,0,1,0
"Pro Yakyuu Greatest Nine '97","Sports","Sega",0.21,"yes",0,0,1,0
"Pro Yakyuu Greatest Nine 98","Sports","Sega",0.09,"yes",0,0,1,0
"Pro Yakyuu Netsu Star 2006","Sports","Namco Bandai Games",0.14,"yes",0,0,1,0
"Pro Yakyuu Netsu Star 2007","Sports","Namco Bandai Games",0.06,"yes",0,0,1,0
"Pro Yakyuu Spirits 5 Kanzenban","Sports","Konami Digital Entertainment",0.08,"no",0,0,1,0
"Pro Yakyuu Team o Tsukurou!","Sports","Sega",0.67,"no",0,0,1,0
"Pro Yakyuu Team o Tsukurou! 2","Sports","Sega",0.34,"no",0,0,1,0
"Professional Farmer 2016","Action","Namco Bandai Games",0.03,"no",0,0.666666666666667,0,0
"Professional Fisherman's Tour: Northern Hemisphere","Sports","505 Games",0.17,"yes",0.941176470588235,0,0,0.0588235294117647
"Professor Heinz Wolff's Gravity","Puzzle","Deep Silver",0.22,"no",0.363636363636364,0.545454545454545,0,0.0909090909090909
"Professor Layton and the Azran Legacy","Puzzle","Nintendo",0.78,"yes",0,0.615384615384615,0.32051282051282,0.0769230769230769
"Professor Layton and the Curious Village","Puzzle","Nintendo",5.26,"yes",0.231939163498099,0.47148288973384,0.195817490494297,0.0988593155893536
"Professor Layton and the Diabolical Box","Puzzle","Nintendo",4,"yes",0.23,0.445,0.23,0.0925
"Professor Layton and the Last Specter","Puzzle","Nintendo",2.79,"yes",0.10752688172043,0.526881720430108,0.243727598566308,0.121863799283154
"Professor Layton and the Mask of Miracle","Puzzle","Nintendo",1.78,"yes",0.179775280898876,0.533707865168539,0.202247191011236,0.0786516853932584
"Professor Layton and the Unwound Future","Puzzle","Nintendo",3.36,"yes",0.193452380952381,0.479166666666667,0.244047619047619,0.0833333333333333
"Professor Layton vs Phoenix Wright: Ace Attorney","Puzzle","Level 5",0.81,"yes",0.246913580246914,0.320987654320988,0.37037037037037,0.0493827160493827
"Project CARS","Racing","Slightly Mad Studios",1.38,"no",0.181159420289855,0.666666666666667,0.0144927536231884,0.130434782608696
"Project Eden","Action","Eidos Interactive",0.09,"yes",0.444444444444444,0.333333333333333,0,0.111111111111111
"Project FIFA World Cup","Sports","Electronic Arts",0.1,"yes",0,0,1,0
"Project Gotham Racing","Racing","Microsoft Game Studios",2.12,"yes",0.64622641509434,0.287735849056604,0.0235849056603774,0.0424528301886792
"Project Gotham Racing (JP weekly sales)","Action","Microsoft Game Studios",2.1,"yes",0.733333333333333,0.20952380952381,0.019047619047619,0.0333333333333333
"Project Gotham Racing 2 (JP weekly sales)","Action","Microsoft Game Studios",0.03,"yes",0,0,1,0
"Project Hacker: Kakusei","Action","Nintendo",0.1,"yes",0,0,1,0
"Project Overkill","Shooter","Konami Digital Entertainment",0.25,"yes",0.56,0.36,0,0.08
"Project Runway","Simulation","Atari",0.26,"yes",0.923076923076923,0,0,0.0769230769230769
"Project Setsuna","Role-Playing","Square Enix",0.11,"no",0,0,1,0
"Project Spark","Misc","Microsoft Game Studios",0.17,"yes",0.647058823529412,0.294117647058824,0,0.117647058823529
"Project Sylpheed: Arc of Deception","Shooter","Microsoft Game Studios",0.15,"yes",0.8,0.0666666666666667,0.133333333333333,0.0666666666666667
"Project V6","Strategy","General Entertainment",0.14,"yes",0,0,0.928571428571428,0.0714285714285714
"Project X Zone","Role-Playing","Namco Bandai Games",0.39,"yes",0.461538461538462,0.102564102564103,0.384615384615385,0.0512820512820513
"Project X Zone 2: Brave New World","Role-Playing","Namco Bandai Games",0.17,"yes",0.235294117647059,0.235294117647059,0.470588235294118,0.0588235294117647
"Project: Horned Owl","Shooter","Sony Computer Entertainment",0.11,"yes",0.272727272727273,0.181818181818182,0.454545454545455,0.0909090909090909
"Project: Snowblind","Action","Eidos Interactive",0.32,"no",0.5625,0.3125,0,0.09375
"Pryzm Chapter One: The Dark Unicorn","Adventure","TDK Mediactive",0.12,"yes",0.5,0.416666666666667,0,0.166666666666667
"Psi-Ops: The Mindgate Conspiracy","Shooter","Midway Games",0.46,"no",0.58695652173913,0.326086956521739,0,0.108695652173913
"Psychedelica of the Black Butterfly","Action","Idea Factory",0.02,"yes",0,0,1,0
"Psychic Detective","Adventure","Electronic Arts",0.01,"yes",1,0,0,0
"Psychic Force","Fighting","Acclaim Entertainment",0.16,"yes",0.0625,0.0625,0.8125,0.0625
"Psycho-Pass","Adventure","5pb",0.01,"yes",0,0,1,0
"Psycho-Pass: Mandatory Happiness","Adventure","Nippon Ichi Software",0.05,"no",0.4,0.2,0.2,0
"Psychonauts","Platform","Majesco Entertainment",0.09,"yes",0.555555555555556,0.444444444444444,0,0.111111111111111
"Psychonauts","Platform","THQ",0.12,"yes",0.75,0.25,0,0
"Pucca Power Up","Platform","Rising Star Games",0.06,"yes",0.666666666666667,0.333333333333333,0,0
"Puchi Puchi Virus","Puzzle","Jaleco",0.08,"yes",1,0,0,0.125
"Puella Magi Madoka Magica Portable","Role-Playing","Namco Bandai Games",0.12,"yes",0,0,1,0
"Pulse Racer","Racing","Jaleco",0.02,"yes",0.5,0,0,0
"Pump It Up: Exceed","Misc","Mastiff",0.08,"no",0.5,0.25,0,0.125
"Punch King","Fighting","Acclaim Entertainment",0.05,"yes",0.6,0.2,0,0
"Punch-Out!!","Sports","Nintendo",0.29,"yes",0.0689655172413793,0.758620689655172,0.172413793103448,0
"Puppet Show 3: Lost Town","Puzzle","Focus Home Interactive",0.02,"yes",0,1,0,0
"Puppeteer","Platform","Sony Computer Entertainment Europe",0.28,"yes",0.392857142857143,0.357142857142857,0.0714285714285714,0.142857142857143
"Puppies 3D","Misc","Ubisoft",0.13,"yes",0.615384615384615,0.307692307692308,0,0.0769230769230769
"Puppy Luv: Spa and Resort","Simulation","Activision",0.44,"yes",0.909090909090909,0,0,0.0681818181818182
